Year,Pesticide Type,Usage
2018,Herbicides,13263.0
2019,Herbicides,13298.0
2020,Herbicides,13766.0
2021,Herbicides,13859.0
2022,Herbicides,14003.0
1990,Herbicides,27.0
1991,Herbicides,78.0
1992,Herbicides,77.0
1993,Herbicides,52.0
1994,Herbicides,52.5
1995,Herbicides,53.0
1996,Herbicides,123.0
1997,Herbicides,85.0
1998,Herbicides,66.0
1999,Herbicides,23.0
2000,Herbicides,116.0
2001,Herbicides,38.14
2002,Herbicides,148.87
2003,Herbicides,57.4
2004,Herbicides,162.95
2005,Herbicides,152.95
2006,Herbicides,140.36
2007,Herbicides,132.58
2008,Herbicides,105.0
2009,Herbicides,56.0
2010,Herbicides,55.0
2011,Herbicides,107.0
2012,Herbicides,113.0
2013,Herbicides,26.0
2014,Herbicides,25.0
2015,Herbicides,35.0
2016,Herbicides,104.0
2017,Herbicides,56.0
2018,Herbicides,45.0
2019,Herbicides,73.78
2020,Herbicides,15.98
2021,Herbicides,20.74
2022,Herbicides,27.88
1992,Herbicides,9018.0
1993,Herbicides,9018.0
1994,Herbicides,9018.0
1995,Herbicides,6516.0
1996,Herbicides,8214.0
1997,Herbicides,5184.0
1998,Herbicides,4188.17
1999,Herbicides,3192.33
2000,Herbicides,2196.5
2001,Herbicides,2391.2
2002,Herbicides,2696.17
2003,Herbicides,2766.36
2004,Herbicides,3177.8
2005,Herbicides,3032.18
2006,Herbicides,3105.27
2007,Herbicides,4776.9
2008,Herbicides,6116.21
2009,Herbicides,7881.71
2010,Herbicides,5702.85
2011,Herbicides,9314.8
2012,Herbicides,7719.7
2013,Herbicides,7245.6
2014,Herbicides,9421.4
2015,Herbicides,8706.5
2016,Herbicides,8278.61
2017,Herbicides,10764.8
2018,Herbicides,11050.7
2019,Herbicides,11344.07
2020,Herbicides,12866.01
2021,Herbicides,15779.4
2022,Herbicides,7093.5
1990,Herbicides,95.44
1991,Herbicides,214.81
1992,Herbicides,291.39
1993,Herbicides,304.19
1994,Herbicides,736.48
1995,Herbicides,689.07
1996,Herbicides,664.0
1997,Herbicides,291.45
1998,Herbicides,362.08
1999,Herbicides,453.91
2000,Herbicides,519.89
2001,Herbicides,576.73
2002,Herbicides,571.4
2003,Herbicides,611.2
2004,Herbicides,641.78
2005,Herbicides,742.58
2006,Herbicides,780.88
2007,Herbicides,683.39
2008,Herbicides,768.4
2009,Herbicides,776.94
2010,Herbicides,982.17
2011,Herbicides,1119.61
2012,Herbicides,1414.14
2013,Herbicides,1594.23
2014,Herbicides,1659.89
2015,Herbicides,1696.77
2016,Herbicides,1699.91
2017,Herbicides,1885.23
2018,Herbicides,2163.09
2019,Herbicides,2346.01
2020,Herbicides,2218.05
2021,Herbicides,1946.17
2022,Herbicides,1810.22
1990,Herbicides,1.71
1991,Herbicides,1.71
1992,Herbicides,1.76
1993,Herbicides,1.9
1994,Herbicides,6.52
1995,Herbicides,7.01
1996,Herbicides,7.41
1997,Herbicides,2.95
1998,Herbicides,2.55
1999,Herbicides,2.55
2000,Herbicides,2.72
2001,Herbicides,3.01
2002,Herbicides,3.29
2003,Herbicides,3.56
2004,Herbicides,4.65
2005,Herbicides,4.82
2006,Herbicides,5.64
2007,Herbicides,5.26
2008,Herbicides,5.77
2009,Herbicides,6.54
2010,Herbicides,6.59
2011,Herbicides,6.97
2012,Herbicides,7.2
2013,Herbicides,10.65
2014,Herbicides,13.85
2015,Herbicides,16.21
2016,Herbicides,14.84
2017,Herbicides,13.2
2018,Herbicides,14.21
2019,Herbicides,17.31
2020,Herbicides,21.05
2021,Herbicides,22.22
2022,Herbicides,22.8
1990,Herbicides,5.14
1991,Herbicides,6.79
1992,Herbicides,6.8
1993,Herbicides,7.89
1994,Herbicides,9.93
1995,Herbicides,10.79
1996,Herbicides,11.57
1997,Herbicides,13.74
1998,Herbicides,19.37
1999,Herbicides,21.62
2000,Herbicides,21.55
2001,Herbicides,25.41
2002,Herbicides,34.85
2003,Herbicides,39.77
2004,Herbicides,37.54
2005,Herbicides,35.54
2006,Herbicides,39.89
2007,Herbicides,42.47
2008,Herbicides,40.79
2009,Herbicides,35.22
2010,Herbicides,38.21
2011,Herbicides,48.03
2012,Herbicides,61.54
2013,Herbicides,70.72
2014,Herbicides,74.52
2015,Herbicides,63.57
2016,Herbicides,45.3
2017,Herbicides,32.2
2018,Herbicides,34.69
2019,Herbicides,41.92
2020,Herbicides,46.67
2021,Herbicides,44.09
2022,Herbicides,42.81
1992,Herbicides,434.0
1993,Herbicides,450.71
1994,Herbicides,467.43
1995,Herbicides,484.14
1996,Herbicides,500.85
1997,Herbicides,517.56
1998,Herbicides,534.27
1999,Herbicides,550.99
2000,Herbicides,567.7
2001,Herbicides,141.7
2002,Herbicides,168.1
2003,Herbicides,190.9
2004,Herbicides,207.7
2005,Herbicides,146.1
2006,Herbicides,140.1
2007,Herbicides,125.3
2008,Herbicides,140.8
2009,Herbicides,163.1
2010,Herbicides,169.0
2011,Herbicides,160.0
2012,Herbicides,159.9
2013,Herbicides,185.6
2014,Herbicides,229.4
2015,Herbicides,296.1
2016,Herbicides,262.0
2017,Herbicides,325.0
2018,Herbicides,400.0
2019,Herbicides,446.3
2020,Herbicides,456.5
2021,Herbicides,437.3
2022,Herbicides,436.2
1990,Herbicides,0.0
1991,Herbicides,0.0
1992,Herbicides,0.0
1993,Herbicides,0.0
1994,Herbicides,0.35
1995,Herbicides,0.71
1996,Herbicides,1.06
1997,Herbicides,1.41
1998,Herbicides,0.19
1999,Herbicides,0.14
2000,Herbicides,0.09
2001,Herbicides,0.08
2002,Herbicides,0.07
2003,Herbicides,0.07
2004,Herbicides,0.06
2005,Herbicides,0.05
2006,Herbicides,0.04
2007,Herbicides,0.32
2008,Herbicides,0.0
2009,Herbicides,23.17
2010,Herbicides,0.1
2011,Herbicides,43.8
2012,Herbicides,23.48
2013,Herbicides,68.27
2014,Herbicides,1.97
2015,Herbicides,33.08
2016,Herbicides,64.18
2017,Herbicides,95.29
2018,Herbicides,123.0
2019,Herbicides,123.0
2020,Herbicides,123.0
2021,Herbicides,123.0
2022,Herbicides,123.0
1992,Herbicides,690.0
1993,Herbicides,345.0
1994,Herbicides,223.0
1995,Herbicides,261.0
1996,Herbicides,230.0
1997,Herbicides,220.0
1998,Herbicides,265.0
1999,Herbicides,220.98
2000,Herbicides,176.96
2001,Herbicides,255.38
2002,Herbicides,236.17
2003,Herbicides,315.77
2004,Herbicides,414.19
2005,Herbicides,486.91
2006,Herbicides,509.44
2007,Herbicides,775.61
2008,Herbicides,679.1
2009,Herbicides,555.0
2010,Herbicides,668.8
2011,Herbicides,722.05
2012,Herbicides,789.14
2013,Herbicides,728.07
2014,Herbicides,847.5
2015,Herbicides,861.08
2016,Herbicides,986.89
2017,Herbicides,801.18
2018,Herbicides,965.29
2019,Herbicides,972.02
2020,Herbicides,1167.42
2021,Herbicides,1188.04
2022,Herbicides,1087.05
1990,Herbicides,319.0
1991,Herbicides,319.0
1992,Herbicides,319.0
1993,Herbicides,319.0
1994,Herbicides,319.0
1995,Herbicides,319.0
1996,Herbicides,319.0
1997,Herbicides,534.0
1998,Herbicides,534.0
1999,Herbicides,534.0
2000,Herbicides,534.0
2001,Herbicides,534.0
2002,Herbicides,534.0
2003,Herbicides,534.0
2004,Herbicides,534.0
2005,Herbicides,534.0
2006,Herbicides,534.0
2007,Herbicides,534.0
2008,Herbicides,534.0
2009,Herbicides,534.0
2010,Herbicides,534.0
2011,Herbicides,534.0
2012,Herbicides,534.0
2013,Herbicides,534.0
2014,Herbicides,534.0
2015,Herbicides,534.0
2016,Herbicides,534.0
2017,Herbicides,534.0
2018,Herbicides,534.0
2019,Herbicides,534.0
2020,Herbicides,534.0
2021,Herbicides,534.0
2022,Herbicides,534.0
1990,Herbicides,3.38
1991,Herbicides,3.38
1992,Herbicides,3.38
1993,Herbicides,3.38
1994,Herbicides,3.38
1995,Herbicides,3.38
1996,Herbicides,3.38
1997,Herbicides,3.26
1998,Herbicides,2.49
1999,Herbicides,1.23
2000,Herbicides,2.33
2001,Herbicides,2.24
2002,Herbicides,5.76
2003,Herbicides,3.97
2004,Herbicides,4.52
2005,Herbicides,2.78
2006,Herbicides,5.32
2007,Herbicides,6.43
2008,Herbicides,5.97
2009,Herbicides,4.31
2010,Herbicides,2.44
2011,Herbicides,4.66
2012,Herbicides,4.18
2013,Herbicides,4.49
2014,Herbicides,2.33
2015,Herbicides,4.65
2016,Herbicides,3.52
2017,Herbicides,2.16
2018,Herbicides,1.06
2019,Herbicides,1.53
2020,Herbicides,1.83
2021,Herbicides,1.48
2022,Herbicides,1.37
1990,Herbicides,30.35
1991,Herbicides,30.79
1992,Herbicides,31.36
1993,Herbicides,31.71
1994,Herbicides,31.38
1995,Herbicides,29.87
1996,Herbicides,28.53
1997,Herbicides,26.2
1998,Herbicides,23.5
1999,Herbicides,19.2
2000,Herbicides,16.49
2001,Herbicides,15.18
2002,Herbicides,15.24
2003,Herbicides,20.25
2004,Herbicides,27.63
2005,Herbicides,44.19
2006,Herbicides,76.91
2007,Herbicides,102.14
2008,Herbicides,118.42
2009,Herbicides,123.03
2010,Herbicides,146.39
2011,Herbicides,171.05
2012,Herbicides,192.78
2013,Herbicides,217.33
2014,Herbicides,242.66
2015,Herbicides,205.36
2016,Herbicides,213.1
2017,Herbicides,221.73
2018,Herbicides,288.48
2019,Herbicides,300.4
2020,Herbicides,320.36
2021,Herbicides,326.05
2022,Herbicides,329.49
1990,Herbicides,114.71
1991,Herbicides,109.18
1992,Herbicides,98.11
1993,Herbicides,95.81
1994,Herbicides,93.51
1995,Herbicides,91.21
1996,Herbicides,88.9
1997,Herbicides,68.31
1998,Herbicides,48.63
1999,Herbicides,29.93
2000,Herbicides,30.45
2001,Herbicides,37.98
2002,Herbicides,52.45
2003,Herbicides,104.89
2004,Herbicides,186.9
2005,Herbicides,258.75
2006,Herbicides,241.0
2007,Herbicides,171.11
2008,Herbicides,165.58
2009,Herbicides,155.82
2010,Herbicides,166.04
2011,Herbicides,139.71
2012,Herbicides,124.28
2013,Herbicides,108.17
2014,Herbicides,92.07
2015,Herbicides,75.96
2016,Herbicides,60.91
2017,Herbicides,54.56
2018,Herbicides,76.09
2019,Herbicides,101.93
2020,Herbicides,124.43
2021,Herbicides,124.43
2022,Herbicides,124.43
1992,Herbicides,906.0
1993,Herbicides,672.0
1994,Herbicides,555.0
1995,Herbicides,573.0
1996,Herbicides,729.0
1997,Herbicides,703.0
1998,Herbicides,594.0
1999,Herbicides,551.0
2000,Herbicides,482.0
2001,Herbicides,533.0
2002,Herbicides,577.2
2003,Herbicides,579.7
2004,Herbicides,725.8
2005,Herbicides,733.1
2006,Herbicides,858.9
2007,Herbicides,1996.2
2008,Herbicides,1878.75
2009,Herbicides,1768.0
2010,Herbicides,1275.1
2011,Herbicides,1518.1
2012,Herbicides,1715.2
2013,Herbicides,1421.92
2014,Herbicides,1394.24
2015,Herbicides,1371.54
2016,Herbicides,1432.73
2017,Herbicides,1251.55
2018,Herbicides,1053.6
2019,Herbicides,1199.22
2020,Herbicides,1487.05
2021,Herbicides,1317.26
2022,Herbicides,1950.84
2000,Herbicides,66.0
2001,Herbicides,66.0
2002,Herbicides,66.0
2003,Herbicides,66.0
2004,Herbicides,66.0
2005,Herbicides,66.0
2006,Herbicides,66.0
2007,Herbicides,66.0
2008,Herbicides,66.0
2009,Herbicides,66.0
2010,Herbicides,66.0
2011,Herbicides,66.0
2012,Herbicides,96.47
2013,Herbicides,82.78
2014,Herbicides,88.6
2015,Herbicides,83.35
2016,Herbicides,61.08
2017,Herbicides,60.77
2018,Herbicides,54.18
2019,Herbicides,49.07
2020,Herbicides,60.23
2021,Herbicides,42.5
2022,Herbicides,41.75
1990,Herbicides,14.0
1991,Herbicides,7.0
1992,Herbicides,24.0
1993,Herbicides,21.64
1994,Herbicides,9.0
1995,Herbicides,16.08
1996,Herbicides,34.0
1997,Herbicides,22.35
1998,Herbicides,28.12
1999,Herbicides,8.0
2000,Herbicides,31.0
2001,Herbicides,22.24
2002,Herbicides,23.24
2003,Herbicides,26.41
2004,Herbicides,29.88
2005,Herbicides,39.31
2006,Herbicides,39.77
2007,Herbicides,26.89
2008,Herbicides,32.56
2009,Herbicides,35.55
2010,Herbicides,68.91
2011,Herbicides,74.44
2012,Herbicides,114.17
2013,Herbicides,69.74
2014,Herbicides,102.4
2015,Herbicides,108.16
2016,Herbicides,110.67
2017,Herbicides,142.67
2018,Herbicides,191.55
2019,Herbicides,167.84
2020,Herbicides,163.98
2021,Herbicides,200.04
2022,Herbicides,211.67
1990,Herbicides,51.0
1991,Herbicides,51.0
1992,Herbicides,51.0
1993,Herbicides,51.0
1994,Herbicides,51.0
1995,Herbicides,51.0
1996,Herbicides,51.0
1997,Herbicides,51.0
1998,Herbicides,44.25
1999,Herbicides,44.2
2000,Herbicides,111.18
2001,Herbicides,89.14
2002,Herbicides,67.09
2003,Herbicides,45.05
2004,Herbicides,23.01
2005,Herbicides,104.52
2006,Herbicides,5.19
2007,Herbicides,139.97
2008,Herbicides,129.5
2009,Herbicides,343.84
2010,Herbicides,43.4
2011,Herbicides,216.83
2012,Herbicides,330.26
2013,Herbicides,494.71
2014,Herbicides,1179.59
2015,Herbicides,1051.36
2016,Herbicides,923.13
2017,Herbicides,794.9
2018,Herbicides,666.67
2019,Herbicides,538.44
2020,Herbicides,410.21
2021,Herbicides,419.9
2022,Herbicides,466.89
1990,Herbicides,18389.91
1991,Herbicides,18443.44
1992,Herbicides,19071.62
1993,Herbicides,20616.31
1994,Herbicides,20673.78
1995,Herbicides,21303.43
1996,Herbicides,21667.37
1997,Herbicides,22082.97
1998,Herbicides,20957.55
1999,Herbicides,22592.23
2000,Herbicides,23321.86
2001,Herbicides,23918.96
2002,Herbicides,24414.69
2003,Herbicides,26288.02
2004,Herbicides,27809.39
2005,Herbicides,29015.54
2006,Herbicides,30047.98
2007,Herbicides,35570.12
2008,Herbicides,39368.31
2009,Herbicides,35174.32
2010,Herbicides,42615.03
2011,Herbicides,32365.93
2012,Herbicides,43283.43
2013,Herbicides,52587.93
2014,Herbicides,42016.24
2015,Herbicides,53383.05
2016,Herbicides,56765.91
2017,Herbicides,42630.82
2018,Herbicides,36982.76
2019,Herbicides,38310.42
2020,Herbicides,26439.72
2021,Herbicides,31246.36
2022,Herbicides,16036.0
1990,Herbicides,0.64
1991,Herbicides,0.64
1992,Herbicides,0.64
1993,Herbicides,0.64
1994,Herbicides,0.64
1995,Herbicides,0.65
1996,Herbicides,0.71
1997,Herbicides,1.67
1998,Herbicides,1.79
1999,Herbicides,2.27
2000,Herbicides,1.35
2001,Herbicides,1.37
2002,Herbicides,0.97
2003,Herbicides,1.05
2004,Herbicides,1.08
2005,Herbicides,2.07
2006,Herbicides,2.34
2007,Herbicides,2.27
2008,Herbicides,1.25
2009,Herbicides,1.12
2010,Herbicides,1.22
2011,Herbicides,1.09
2012,Herbicides,0.8
2013,Herbicides,1.02
2014,Herbicides,2.28
2015,Herbicides,3.62
2016,Herbicides,18.31
2017,Herbicides,15.31
2018,Herbicides,14.18
2019,Herbicides,5.67
2020,Herbicides,4.8
2021,Herbicides,4.15
2022,Herbicides,3.53
1990,Herbicides,
1991,Herbicides,
1992,Herbicides,
1993,Herbicides,
1994,Herbicides,
1995,Herbicides,
1996,Herbicides,
1997,Herbicides,
1998,Herbicides,
1999,Herbicides,
2000,Herbicides,
2001,Herbicides,
2002,Herbicides,
2003,Herbicides,
2004,Herbicides,
2005,Herbicides,
2006,Herbicides,
2007,Herbicides,
2008,Herbicides,
2009,Herbicides,
2010,Herbicides,
2011,Herbicides,
2012,Herbicides,
2013,Herbicides,
2014,Herbicides,
2015,Herbicides,
2016,Herbicides,
2017,Herbicides,
2018,Herbicides,
2019,Herbicides,
2020,Herbicides,
2021,Herbicides,
2022,Herbicides,
1990,Herbicides,19.04
1991,Herbicides,19.04
1992,Herbicides,19.04
1993,Herbicides,19.04
1994,Herbicides,4.98
1995,Herbicides,6.0
1996,Herbicides,8.0
1997,Herbicides,9.72
1998,Herbicides,18.5
1999,Herbicides,10.36
2000,Herbicides,4.82
2001,Herbicides,18.86
2002,Herbicides,16.21
2003,Herbicides,13.56
2004,Herbicides,10.9
2005,Herbicides,8.25
2006,Herbicides,5.6
2007,Herbicides,2.95
2008,Herbicides,3.77
2009,Herbicides,4.59
2010,Herbicides,5.4
2011,Herbicides,6.22
2012,Herbicides,7.96
2013,Herbicides,7.01
2014,Herbicides,7.63
2015,Herbicides,4.75
2016,Herbicides,5.61
2017,Herbicides,2.24
2018,Herbicides,3.25
2019,Herbicides,2.23
2020,Herbicides,2.9
2021,Herbicides,2.06
2022,Herbicides,4.29
1990,Herbicides,12.3
1991,Herbicides,12.84
1992,Herbicides,12.52
1993,Herbicides,12.45
1994,Herbicides,8.95
1995,Herbicides,7.54
1996,Herbicides,7.14
1997,Herbicides,8.88
1998,Herbicides,8.95
1999,Herbicides,9.26
2000,Herbicides,9.86
2001,Herbicides,9.11
2002,Herbicides,7.98
2003,Herbicides,13.68
2004,Herbicides,12.18
2005,Herbicides,13.28
2006,Herbicides,8.88
2007,Herbicides,10.82
2008,Herbicides,12.9
2009,Herbicides,13.7
2010,Herbicides,19.69
2011,Herbicides,19.57
2012,Herbicides,29.34
2013,Herbicides,23.77
2014,Herbicides,24.12
2015,Herbicides,22.29
2016,Herbicides,21.82
2017,Herbicides,22.79
2018,Herbicides,23.7
2019,Herbicides,23.53
2020,Herbicides,23.2
2021,Herbicides,26.94
2022,Herbicides,29.07
1990,Herbicides,641.0
1991,Herbicides,559.88
1992,Herbicides,478.77
1993,Herbicides,397.65
1994,Herbicides,316.54
1995,Herbicides,300.9
1996,Herbicides,339.66
1997,Herbicides,334.9
1998,Herbicides,322.66
1999,Herbicides,296.48
2000,Herbicides,321.98
2001,Herbicides,354.28
2002,Herbicides,341.7
2003,Herbicides,412.08
2004,Herbicides,414.8
2005,Herbicides,405.28
2006,Herbicides,309.74
2007,Herbicides,375.7
2008,Herbicides,473.96
2009,Herbicides,435.2
2010,Herbicides,410.04
2011,Herbicides,377.74
2012,Herbicides,355.98
2013,Herbicides,372.3
2014,Herbicides,373.32
2015,Herbicides,409.36
2016,Herbicides,439.28
2017,Herbicides,359.55
2018,Herbicides,279.82
2019,Herbicides,302.6
2020,Herbicides,234.26
2021,Herbicides,267.92
2022,Herbicides,295.8
1990,Herbicides,6.29
1991,Herbicides,6.41
1992,Herbicides,6.6
1993,Herbicides,6.75
1994,Herbicides,6.75
1995,Herbicides,6.74
1996,Herbicides,6.78
1997,Herbicides,6.92
1998,Herbicides,7.06
1999,Herbicides,7.11
2000,Herbicides,8.09
2001,Herbicides,11.14
2002,Herbicides,12.66
2003,Herbicides,13.35
2004,Herbicides,12.53
2005,Herbicides,17.64
2006,Herbicides,18.33
2007,Herbicides,18.7
2008,Herbicides,14.58
2009,Herbicides,15.24
2010,Herbicides,15.52
2011,Herbicides,15.46
2012,Herbicides,15.3
2013,Herbicides,15.52
2014,Herbicides,15.98
2015,Herbicides,16.55
2016,Herbicides,16.85
2017,Herbicides,16.91
2018,Herbicides,16.84
2019,Herbicides,16.74
2020,Herbicides,16.73
2021,Herbicides,16.73
2022,Herbicides,16.76
1990,Herbicides,6718.4
1991,Herbicides,6718.4
1992,Herbicides,6718.4
1993,Herbicides,6718.4
1994,Herbicides,6718.4
1995,Herbicides,6718.4
1996,Herbicides,6718.4
1997,Herbicides,6718.4
1998,Herbicides,6718.4
1999,Herbicides,6718.4
2000,Herbicides,6718.4
2001,Herbicides,6768.04
2002,Herbicides,3685.43
2003,Herbicides,5784.47
2004,Herbicides,6253.54
2005,Herbicides,11159.82
2006,Herbicides,10996.96
2007,Herbicides,12439.58
2008,Herbicides,11077.88
2009,Herbicides,10886.46
2010,Herbicides,10838.52
2011,Herbicides,11809.9
2012,Herbicides,12812.56
2013,Herbicides,10606.3
2014,Herbicides,8973.28
2015,Herbicides,9815.12
2016,Herbicides,10219.72
2017,Herbicides,10669.88
2018,Herbicides,11552.18
2019,Herbicides,2064.48
2020,Herbicides,2271.88
2021,Herbicides,2960.04
2022,Herbicides,3341.18
1991,Herbicides,13.0
1992,Herbicides,13.06
1993,Herbicides,13.14
1994,Herbicides,13.29
1995,Herbicides,13.44
1996,Herbicides,13.57
1997,Herbicides,13.5
1998,Herbicides,13.35
1999,Herbicides,13.21
2000,Herbicides,13.26
2001,Herbicides,13.34
2002,Herbicides,13.38
2003,Herbicides,12.74
2004,Herbicides,11.72
2005,Herbicides,11.22
2006,Herbicides,10.6
2007,Herbicides,10.5
2008,Herbicides,8.87
2009,Herbicides,8.03
2010,Herbicides,7.63
2011,Herbicides,8.94
2012,Herbicides,9.34
2013,Herbicides,9.17
2014,Herbicides,8.31
2015,Herbicides,8.38
2016,Herbicides,8.45
2017,Herbicides,8.52
2018,Herbicides,8.47
2019,Herbicides,8.41
2020,Herbicides,8.36
2021,Herbicides,8.36
2022,Herbicides,8.36
1990,Herbicides,90.7
1991,Herbicides,90.7
1992,Herbicides,90.7
1993,Herbicides,90.7
1994,Herbicides,90.7
1995,Herbicides,90.7
1996,Herbicides,90.7
1997,Herbicides,90.7
1998,Herbicides,90.7
1999,Herbicides,90.7
2000,Herbicides,90.7
2001,Herbicides,90.7
2002,Herbicides,90.7
2003,Herbicides,90.7
2004,Herbicides,90.7
2005,Herbicides,90.7
2006,Herbicides,90.7
2007,Herbicides,90.7
2008,Herbicides,90.7
2009,Herbicides,90.7
2010,Herbicides,90.7
2011,Herbicides,90.7
2012,Herbicides,412.83
2013,Herbicides,734.96
2014,Herbicides,1057.09
2015,Herbicides,1379.22
2016,Herbicides,1701.35
2017,Herbicides,2023.48
2018,Herbicides,2345.61
2019,Herbicides,2667.74
2020,Herbicides,2989.87
2021,Herbicides,3312.0
2022,Herbicides,3312.0
2006,Herbicides,0.0
2007,Herbicides,0.0
2008,Herbicides,0.0
2009,Herbicides,0.0
2010,Herbicides,6.0
2011,Herbicides,10.0
2012,Herbicides,13.0
2013,Herbicides,11.0
2014,Herbicides,9.0
2015,Herbicides,9.0
2016,Herbicides,11.0
2017,Herbicides,20.9
2018,Herbicides,18.92
2019,Herbicides,19.14
2020,Herbicides,21.98
2021,Herbicides,24.86
2022,Herbicides,15.98
1990,Herbicides,7.48
1991,Herbicides,7.45
1992,Herbicides,7.43
1993,Herbicides,7.4
1994,Herbicides,7.44
1995,Herbicides,7.48
1996,Herbicides,7.54
1997,Herbicides,7.53
1998,Herbicides,7.5
1999,Herbicides,7.03
2000,Herbicides,7.15
2001,Herbicides,6.63
2002,Herbicides,7.44
2003,Herbicides,7.73
2004,Herbicides,8.72
2005,Herbicides,8.63
2006,Herbicides,8.94
2007,Herbicides,10.33
2008,Herbicides,12.79
2009,Herbicides,13.79
2010,Herbicides,12.68
2011,Herbicides,11.2
2012,Herbicides,10.78
2013,Herbicides,11.09
2014,Herbicides,11.66
2015,Herbicides,11.64
2016,Herbicides,11.54
2017,Herbicides,11.51
2018,Herbicides,11.09
2019,Herbicides,11.4
2020,Herbicides,11.29
2021,Herbicides,11.05
2022,Herbicides,10.96
1990,Herbicides,919.0
1991,Herbicides,934.57
1992,Herbicides,950.14
1993,Herbicides,965.71
1994,Herbicides,981.29
1995,Herbicides,996.86
1996,Herbicides,1012.43
1997,Herbicides,1028.0
1998,Herbicides,1043.57
1999,Herbicides,1059.14
2000,Herbicides,1074.71
2001,Herbicides,1090.29
2002,Herbicides,1105.86
2003,Herbicides,1121.43
2004,Herbicides,1137.0
2005,Herbicides,1014.0
2006,Herbicides,1662.0
2007,Herbicides,1662.0
2008,Herbicides,1662.0
2009,Herbicides,1662.0
2010,Herbicides,1662.0
2011,Herbicides,1662.0
2012,Herbicides,1662.0
2013,Herbicides,1662.0
2014,Herbicides,1662.0
2015,Herbicides,1662.0
2016,Herbicides,1662.0
2017,Herbicides,1662.0
2018,Herbicides,1662.0
2019,Herbicides,1662.0
2020,Herbicides,1662.0
2021,Herbicides,1662.0
2022,Herbicides,1662.0
1990,Herbicides,2.87
1991,Herbicides,2.87
1992,Herbicides,2.87
1993,Herbicides,2.87
1994,Herbicides,2.87
1995,Herbicides,3.77
1996,Herbicides,1.8
1997,Herbicides,2.2
1998,Herbicides,7.45
1999,Herbicides,12.71
2000,Herbicides,17.96
2001,Herbicides,23.22
2002,Herbicides,28.47
2003,Herbicides,33.73
2004,Herbicides,38.98
2005,Herbicides,44.24
2006,Herbicides,49.49
2007,Herbicides,54.74
2008,Herbicides,60.0
2009,Herbicides,65.25
2010,Herbicides,70.51
2011,Herbicides,75.76
2012,Herbicides,81.02
2013,Herbicides,86.27
2014,Herbicides,91.53
2015,Herbicides,96.78
2016,Herbicides,102.03
2017,Herbicides,107.29
2018,Herbicides,193.64
2019,Herbicides,280.0
2020,Herbicides,488.46
2021,Herbicides,427.35
2022,Herbicides,509.82
1990,Herbicides,0.03
1991,Herbicides,0.0
1992,Herbicides,5.18
1993,Herbicides,3.33
1994,Herbicides,7.0
1995,Herbicides,9.23
1996,Herbicides,16.0
1997,Herbicides,3.0
1998,Herbicides,13.8
1999,Herbicides,24.6
2000,Herbicides,35.4
2001,Herbicides,46.2
2002,Herbicides,41.4
2003,Herbicides,70.85
2004,Herbicides,88.91
2005,Herbicides,115.5
2006,Herbicides,242.54
2007,Herbicides,211.63
2008,Herbicides,180.75
2009,Herbicides,149.88
